text_code,sent
"[ 170  140  484    0    0  184   77    0   81    4    4 3014   14   20
  465   51   67    0 1343    0 1192 1597    3]",negative
"[   0   89   25    0    0 8387    0  375   65  694    1 8389    0  265
  149    0    0    0    0  170  140 2366    0    0    0 8369    3]",neutral
"[   2    0    0  989 4058 1194  170  140   48  190    1    0    9    0
 3025    0  346   76 8345 1597    0    1  813    0    1 1366]",neutral
"[   0    9  346   76 1192 1597    0  170  140 1595    3    0    0    0
 8346   14   67    0   99  496   23  757    0  204    0    0    0    0]",neutral
"[ 738    9  835    7    0  716    0    1  736 8347    0    0  214 2389
    0  170  140  835    0    0    0    3    6]",neutral
"[  89    0    0   85  354 1247  211   15  170  140   19 1245    1 8349
    0   81 8351 8353 8359    0  231    4    0    2 1194]",neutral
"[1388    1 1925  966  899    0    0    0    9  346   76 1192 1597    0
  170  140 1595    0    0  230    2    3]",neutral
"[ 336    0    0 1736    7  864  427    0 8360 8361    9   93 2916  625
 1733  170  140  315    8 1733  140    3]",positive
"[ 931  170  140  190 4071    9   13    0 8363    7    0 2888    0    0
 8391   29 1621    0    6    3]",neutral
"[   9    0   37    2    0    0    0   23    0 2973    5 4077    1  241
   10    0 8392    0  535  170  140    0    3]",negative
[ 170  140    0 4079    0  313 8393   15   17   43  240    3],negative
[1031  583  949    1  197    0  202  355  170  140    0    0    3],positive
"[ 198    8   66   14    0  170  140    0   20 1199 1051    0  106    4
    7    4  342    0 8394    0    3    6]",neutral
"[ 337  625  170  140    5    1  149    0  583    0    0    0    0    0
    0  676    1  197    0    9    1    0 1262  544  199 1793    3]",positive
"[  77  130    4    4  427   38  622    0   63  199  197    0  583    0
   47    0  170  140 2359    0 1793    6]",neutral
"[   2    2  141 1169   13  217  190    0   27  236  454  875 2427    0
    0    0  141  170  140 1322  207    7    0   59  621    0]",negative
[931 170 140 676   1   6 449   0 583   0   3   6   6   3],neutral
"[170 140   0 685   0   0 585 550 309  10 427   0   0 288   0   0 230   2
   6   6   3]",positive
"[   4    0    0 2946   38 8421    0    0 1691  170  140    0  858    0
   21   17 8423    0    0    3    3]",neutral
"[ 931  170  140  955    0 1096  685    0 3068  568   10   81 2421 8428
   53    0    0    0    0    0    3]",neutral
"[1069  936 2327  236 2412    0 4153    8    9   13  103    0 8431  371
    8   38 8433    5 2587    0    0  215   85  170  140]",negative
"[ 170  140    9    0    1  252 4156 4157    0  685    0   15   67   48
 4158 1783  200 8434    7 4160    0    0    0    3]",neutral
"[ 566   20  783    1 8435 3116    0 8430  201    1  438  397  170  140
    9  202   37    0    1 3108  567    0    7  711    0    0  427    0
  719]",positive
"[   0  161   58    0  315  170  140    7 2453   23  375  427    0    0
   67  647   44 2345    0   27    0    9  337  625   81    6]",positive
"[ 170  140  239 1192 1597    9   13    0    0 8397    0    0    0 4141
   67  237    0    0  410  212    0   20  205  409    0]",negative
"[   2    2   54   38 8398   16 4116   10    1  309    0   12 8401  170
    0  140   65    0  817   35  583]",negative
"[   2    0   87  933    0   34   70    4    0  486    5    0   61    0
  334    1 8402    0    0   75    0  335 1532 3996]",neutral
"[   8   25  151  463   57    0   34  146   74    0    4 1776    0    0
    3]",neutral
[537  90   0  34 893  36  70  10   0 690 823   0   3   6],neutral
"[  54    9   13 4120    1   34 1173   15   54  939    1    0  400    1
  701  188    7    0  146    0  497    0    0    3    0    0 1174 4121
   33]",neutral
"[  75  114    0   40   18    0    0  249   18  233  248    5   96   77
 1556   11    0    5    0    0   34  146   18    0 1682    0]",positive
"[1674 2879    0   34  146   16  331    0    0    8  371   23    1 8403
   38    0    0    0  197   57    0  102    0    0   51   14    0    0
  200    0 8404    0]",neutral
"[   0  178  383   14    0    9   21  555   44   34    0 1019   15    0
    0  555   27 1549    6 8405   30   34    0    0 1297 2403    0    6]",negative
"[   1   34  541  146   19    0   22  151    0 2401    4    4    0    0
 4126 4130    0    0   16   18    0   14    0  106    0]",neutral
"[   2    2   34  338    0  355 1809    1   70  269    0    0   54    0
   14   90    0    0    0  245   54   13 4134    0]",neutral
"[4135   14  206   12  231   57    0   26    0   34   19    0 1019    1
   36   70    0    6   57  238    0   18    0    0    6    6]",positive
"[  66   44    0  146   77  834  130    1   34  146   57    0  497 1287
   68    0   26    0   31    0    3    3]",positive
"[3084    0    0   34  146  471    0    4  652    0    0 3070 8412    7
 8415  872  364    8    9    0    0    0]",positive
"[   0  161  204   34 3706    0  975    0 2368    0    1   70  269    0
   12  580   70    0]",neutral
"[   0    0 4894  509    0   34    0 1767  951    0   57    0  146    0
    0    0    0   10  991  381    0  671    4    0    3]",positive
"[   0    4  342    0    0    8   61    0   58    0    0 8414   10   34
 1015    0    0    0    0    0 3157    0  232   11  114    0    0    0]",neutral
"[ 106   34 3154  199   36 1473    0    0    0    0  178  220    0    0
 8413    0    0   42 4137 3748  281    1  223   33]",neutral
"[  44    0  582 1768    1   36   70  269    0   34    0   88   12  753
  146    3    3]",neutral
"[ 39  34   0  88   4  70   5  77 541   0   2   3   0   8  13   0 303 342
   0 735   0]",neutral
[ 44   0 582  29  34   0  27   4 342   5   4 652   3],neutral
"[   4    4  876    7    0   34  804  459    0   70    0   17  784    0
   34 1077    0    9    0  208    0    0  601   65    0  272    0 4133
    0 3088    0    0    0]",neutral
"[  82    1   36   34    0    9  526    1  197    0   39 8411    0  334
    0    0   21    0   15    1  517    0   34    0  208    0    0    0
    0    3]",positive
"[   2    0   38 1217    7    1   88   12    0   17  606    7 3098   29
   34    0]",neutral
"[ 218    0  360   35   57   17  141   34  491    0 8410    7    0    0
 2088    0  871    0 8409 8408   58    0   66    0    3]",neutral
"[   0 4127    7    1   34  146    0   34   13  451 4114    0 3107    5
   50  948    0    0    0   11  490 3120    0   51    0  241    0    1
  657    0]",neutral
"[  74    8    0    2   44    0  582   29   34    0  208  146    3    0
    0    0    0    0 8407   80    1 1771   10 8406    0]",positive
"[ 609    0    1   34  146  463   51 3082    8    0   39   29    1  991
  381 1324    0  671    4    3]",positive
"[  70  269  541    0   77  733 2405  692    0   34    0   88    4  146
    0   70  269  541    0  106    0   17    0    0    0    0    3]",neutral
"[  34    0   36 1774  102  106    0  225  885    0    0    0   36  573
    0   34    0    0   10    0 4120  220  259    0    0    0    0    3]",neutral
"[   8   25   39    1  151    6  709  146    0    0  336   34   74    0
   88    4    0    4    0    0    0 1776    0    0    6    6    0    0
    3]",neutral
[256   0 419  27   1  36 537  57  29  34   0   0   0   3],positive
"[ 228  447    0  360   35   27    1   36   70    0    0 2081   29  203
    0   33    0  236   34  688    3]",neutral
[ 34   0  88 709 146 150   0   0   6   6   6   6   6   3],positive
"[  85    0  368    0    1   34  146    0  319    0  261   89   10    8
    0   15  783   44    0    0    0  282    0    1 8400   11    0    0
 8399    0 2059    0]",neutral
"[  57    0   34  146   25    0 3092    0    0    0   87   10  991  381
    0  609    0    0    2    3]",neutral
"[   9    1  690    0  823    0    0   10    8    0   34    0 4115   14
 1778  117    0  102    0    0    6]",positive
"[  34  804  541    0  203    0   33    0    0   19  557  289    0   39
    0   37 1338    0    0    1 1118    0   96 4143  188   11    5  298
  530    0]",positive
"[8396    0  348   37  212    0  459    0    0  370    0   19    0  951
    0   34    0 1780    0    0   37  262    0    3]",positive
"[ 617    0 4169  255 8395   10   34    0   30  195    0 8416 8417    0
    0 8418    3]",neutral
[   0    0    0 4166    0    0 1056   23    0   34 1243    3],negative
"[   8   25   39   34    0  392  463    0   57    0  146    0    0    8
   25  352    0  373  293    0    0    0    8  550 1893    3]",neutral
"[   1   34  146  471    4  652   83    0   37   35    0 8439    0    0
    9    0 8438   76    0    0 8437    0  763    0    0   33    0]",positive
"[   2  151  463    0   34  146 8436    0    0  326  508    0   34  628
    0    0    0    0    0    0   10  991  381    0  671    4    0    3]",positive
"[   0    0   33    0  102  870   35   10    2 1623    0    1 1475 1781
    0    1   12  969    0 3624    0   39   34    0  208 1774    0  203
    0]",positive
"[  34  308    0   57    0    1   18    0   39    0    6  471    0  203
 1785    0   39    0  151    0    3    3]",positive
[  2   0   0 204   1  34 146  11   0   0 269   0],positive
"[  34    0  873  220    0  221    0    0  203 2068   33    0  463    0
   74    0    3]",neutral
"[  85  467    5   34 2069    0  336    2    0    4    4   29    4  203
 1785    2    7    1   24  815  467 8432    3]",positive
"[   4   88   48 1188    0  275  413   34    0   36   70    0   51   17
  342  343   29 1787    0  810  241    0    3]",positive
"[   0   19    0  151 8429   10   34    0   88   12   70    0    0    0
    5   77    0    0    0  541    0  471    0  370 1239    0    3  230
    2]",positive
[ 296  418    0  150    0   34 1774    0    0  360   35   77    3],positive
"[ 287   30   34 8419    2   17 1236    0    0    0  353   79  208  687
  244   57    3    6]",positive
"[  16    9    0   77    0    0   34 4151  666  130    0  753 1180    0
   16    0    1 8427 8426  844    0    3]",neutral
"[   0  328   30    0    0  642  872    0  393  430    0 8425    0    9
   13  127    0  487   16    0   15    0  617   61    0  555   27    1
   34  146   57    0]",negative
"[   9    0  770    0   15    0    0   69 4147  201    1   34  146  241
    0    4    0  133    0   58    0  481    0 8424    0]",positive
"[  16 4146  771    0    1   24 2977    0 1046    0   34 1473    0    0
 8422 1789    0 1332 2977   20    0  997    0    0    0    5    0  490
    0   81  515   20 4112]",positive
"[   0 1790 1161    0   34  258    0    0   21   22  283   11    0    0
  400    0   18   80]",positive
"[ 57   0   1  12  26   0 631  14  34 241  51   0 328  30 375 308  14 192
   7 297  29   0 452  15   0   0  17  34  26   0 229   0  37   0]",negative
"[  34   48    0  146    0    4    4    0    0   39    0  151 1594   16
  843    0    3    0    6    0    6]",neutral
"[   2    0    1  223   33    0    1   34  146    0 2102    0  938 8420
   13    0  192  232   11    0    0    0    0    0    6    6    6]",positive
"[   6    0  240    0    1 2128    0   34    0   70    0   34   19  785
    1   36   70    0  106    0    1   84 4080    0    0    0    3]",neutral
"[   0    8   25    0   39   34    0  288  463    0  544    1  244    0
    2  151 1045    0    3  198  987  222    0 4078 1397 1158    0    0]",positive
"[   2   23 1393    0   34   57    0   61    0  356    1    6  349    0
  370 1776    0    3]",positive
"[ 342    0    0    7   34  146    0   74    0    1  742    0    1 4076
    0  261   17    4  342  343   29 2967   88    4    0    0    0    0
    3]",neutral
"[   4    0    0   43    0 1270    0  242    0   57    0   34  146    0
  214 1228 1318 1044  231    4    0    0  730    0    0    0    0   83
    0 8365 8364    0]",neutral
"[   0    8   13  781   43    0    1  313  313  313  313 2437 1060   27
   16    0    1   34  146    0   74    0    0    0    0    0    0    3]",neutral
"[1166   48    0   34    0  885    0  785    4   36 1158    0  199    4
  421  461  146    0   70  269    0   70  269  374   70 1627    3]",positive
[ 17   4 652   0   0   7   1  34 146 151   0   3],positive
"[2914   21 8362 2135    0    2    0    0    8   58    0   66   44    2
   19    0   11    0 1108    0    0   34    0    0    0    3]",neutral
[  2  89   0   0 742  14   0 747 103   0  34 310  15   9   0 385   0],neutral
"[   2    0   62    1 1734    0    1 1782  470    9    0    0 2900  567
    0   19    0  609    0   28   44   34  209    7 2139 8358]",neutral
"[  61    0   58    0   39    0 8357    0    1    6  146 2081    0    0
 1792    0   34 1173    0    3]",positive
"[   4  652  232   23    0    1  335 8356  643 8355    7    1   34    0
   88   12  146    0    0    0    0]",positive
"[ 192    0    0    0  198   34   17  291 1623  322  457    0  784    0
  671    4    0    0    0    3]",neutral
"[   0 8354    4  652    0    0  263   34    0 2935  297   75    0 4066
   27    5 1032    0  945    7]",positive
"[ 102    0 8352 1301    0   17    0 2141   10   34    0 8350  235    0
  463  199  151  146   29    1  381 1324    0    0    0    3]",negative
"[   0    0   39    1   34  146    0 1619  362  329 1164    0   44    9
    0  464    0    0    0    0    0  314  351    0  763 1042  563    0
 8348    0    0    0    0]",neutral
[ 307   35   93  151 1248    0    1   34  146   74    0    3],positive
[ 34 459 146  17 349   0   0   0   3   6],positive
[  6   0  27   0 221   0  39  34   0 151 463  74   0   3],positive
"[   8  377    9   58    0 4062    0 3157    7    1   84 2692  866   82
  326   16   34  146    0   22    0   72    0    0    0 2146    0 8366
    9  102    0    0]",neutral
"[8344    1   34  146   19  463    0    0  381 1324   15   21    0 3027
    3]",negative
"[   3    0 1041  825  195    0   34  146   10    0  200 8367   22    0
    0 1040    0    0    0    0]",negative
